page_id,url,img,name,cardType,color,hp,bloom,arts1_text,arts1_icons,arts1_tokkou,arts2_text,arts2_icons,arts2_tokkou,arts3_text,arts3_icons,arts3_tokkou,keyword1,keyword2,keywordEffect,baton,extra,rarity,number,product1,product2,product3,product4,product5,tag1,tag2,tag3,tag4,tag5,tag6
440,https://hololive-official-cardgame.com/cardlist/?id=440&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-070_SR.png,魔法少女かなた,ホロメン,◇,60,Spot,『天使』の『ホロ』！　20,◇,,,,,,,,この手を差し伸べ、つかんで握る！,,サイコロを1回振れる:奇数の時、自分のエールデッキから、[白エールか緑エール]1枚を公開し、自分のバックホロメンに送る。そしてエールデッキをシャッフルする。,1,このホロメンはBloomできない,SR,hBP02-070,クインテットスペクトラム,,,,,#ホロウィッチ,#4期生,#魔法,,,
338,https://hololive-official-cardgame.com/cardlist/?id=338&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-071_R.png,魔法少女ルーナ,ホロメン,◇,60,Spot,『姫』の『ホロ』！　20,◇,,,,,,,,甘～い幸せ、おすそわけ！,,サイコロを1回振れる:奇数の時、自分のエールデッキから、[紫エールか黄エール]1枚を公開し、自分のバックホロメンに送る。そしてエールデッキをシャッフルする。,1,このホロメンはBloomできない,R,hBP02-071,クインテットスペクトラム,,,,,#ホロウィッチ,#4期生,#魔法,,,
441,https://hololive-official-cardgame.com/cardlist/?id=441&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-071_SR.png,魔法少女ルーナ,ホロメン,◇,60,Spot,『姫』の『ホロ』！　20,◇,,,,,,,,甘～い幸せ、おすそわけ！,,サイコロを1回振れる:奇数の時、自分のエールデッキから、[紫エールか黄エール]1枚を公開し、自分のバックホロメンに送る。そしてエールデッキをシャッフルする。,1,このホロメンはBloomできない,SR,hBP02-071,クインテットスペクトラム,,,,,#ホロウィッチ,#4期生,#魔法,,,
339,https://hololive-official-cardgame.com/cardlist/?id=339&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-072_R.png,魔法少女シオン,ホロメン,◇,70,Spot,『魔女』の『ホロ』！　20,◇,,,,,,,,眠れる神秘を我が物に！,,サイコロを1回振れる:偶数の時、自分のデッキから、イベント1枚を公開し、手札に加える。そしてデッキをシャッフルする。,1,このホロメンはBloomできない,R,hBP02-072,クインテットスペクトラム,,,,,#ホロウィッチ,#2期生,#魔法,,,
442,https://hololive-official-cardgame.com/cardlist/?id=442&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-072_SR.png,魔法少女シオン,ホロメン,◇,70,Spot,『魔女』の『ホロ』！　20,◇,,,,,,,,眠れる神秘を我が物に！,,サイコロを1回振れる:偶数の時、自分のデッキから、イベント1枚を公開し、手札に加える。そしてデッキをシャッフルする。,1,このホロメンはBloomできない,SR,hBP02-072,クインテットスペクトラム,,,,,#ホロウィッチ,#2期生,#魔法,,,
340,https://hololive-official-cardgame.com/cardlist/?id=340&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-073_R.png,魔法少女マリン,ホロメン,◇,70,Spot,『海賊』の『ホロ』！　20,◇,,,,,,,,きらめくお宝、ロックオン！,,サイコロを1回振れる:偶数の時、自分のデッキから、ファン1枚を公開し、手札に加える。そしてデッキをシャッフルする。,1,このホロメンはBloomできない,R,hBP02-073,クインテットスペクトラム,,,,,#ホロウィッチ,#3期生,#魔法,,,
443,https://hololive-official-cardgame.com/cardlist/?id=443&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-073_SR.png,魔法少女マリン,ホロメン,◇,70,Spot,『海賊』の『ホロ』！　20,◇,,,,,,,,きらめくお宝、ロックオン！,,サイコロを1回振れる:偶数の時、自分のデッキから、ファン1枚を公開し、手札に加える。そしてデッキをシャッフルする。,1,このホロメンはBloomできない,SR,hBP02-073,クインテットスペクトラム,,,,,#ホロウィッチ,#3期生,#魔法,,,
341,https://hololive-official-cardgame.com/cardlist/?id=341&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-074_R.png,魔法少女クロヱ,ホロメン,◇,70,Spot,『シャチ』の『ホロ』！　20,◇,,,,,,,,荒波をゆく奔放の牙！,,サイコロを1回振れる:偶数の時、自分のデッキから、ツール1枚を公開し、手札に加える。そしてデッキをシャッフルする。,1,このホロメンはBloomできない,R,hBP02-074,クインテットスペクトラム,,,,,#ホロウィッチ,#秘密結社holoX,#魔法,,,
444,https://hololive-official-cardgame.com/cardlist/?id=444&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP02/hBP02-074_SR.png,魔法少女クロヱ,ホロメン,◇,70,Spot,『シャチ』の『ホロ』！　20,◇,,,,,,,,荒波をゆく奔放の牙！,,サイコロを1回振れる:偶数の時、自分のデッキから、ツール1枚を公開し、手札に加える。そしてデッキをシャッフルする。,1,このホロメンはBloomできない,SR,hBP02-074,クインテットスペクトラム,,,,,#ホロウィッチ,#秘密結社holoX,#魔法,,,
573,https://hololive-official-cardgame.com/cardlist/?id=573&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-009_C.png,姫森ルーナ,ホロメン,白,90,Debut,"みんな～、おりゅ～？　10
自分の〈ルーナイト〉が付いているホロメンがいない時、自分のデッキから、〈ルーナイト〉1枚を公開し、自分のホロメンに付ける。そしてデッキをシャッフルする。",◇,,,,,,,,,,,1,このホロメンはデッキに何枚でも入れられる,C,hBP03-009,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
812,https://hololive-official-cardgame.com/cardlist/?id=812&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP03-009_P.png,姫森ルーナ,ホロメン,白,90,Debut,"みんな～、おりゅ～？　10
自分の〈ルーナイト〉が付いているホロメンがいない時、自分のデッキから、〈ルーナイト〉1枚を公開し、自分のホロメンに付ける。そしてデッキをシャッフルする。",◇,,,,,,,,,,,1,このホロメンはデッキに何枚でも入れられる,P,hBP03-009,PRカード,,,,,#JP,#4期生,#ベイビー,,,
1584,https://hololive-official-cardgame.com/cardlist/?id=1584&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP06/hBP03-009_02_C.png,姫森ルーナ,ホロメン,白,90,Debut,"みんな～、おりゅ～？　10
自分の〈ルーナイト〉が付いているホロメンがいないなら、自分のデッキから、〈ルーナイト〉1枚を公開し、自分のホロメンに付ける。そしてデッキをシャッフルする。",◇,,,,,,,,,,,1,このホロメンはデッキに何枚でも入れられる,C,hBP03-009,アヤカシヴァーミリオン,,,,,#JP,#4期生,#ベイビー,,,
574,https://hololive-official-cardgame.com/cardlist/?id=574&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-010_U.png,姫森ルーナ,ホロメン,白,80,Debut,お菓子たべるのら？　20,白,,,,,,,,お菓子の国のお姫様,,自分のセンターホロメンが〈姫森ルーナ〉の時、自分のデッキを1枚引く。,1,,U,hBP03-010,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
690,https://hololive-official-cardgame.com/cardlist/?id=690&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-010_S.png,姫森ルーナ,ホロメン,白,80,Debut,お菓子たべるのら？　20,白,,,,,,,,お菓子の国のお姫様,,自分のセンターホロメンが〈姫森ルーナ〉の時、自分のデッキを1枚引く。,1,,S,hBP03-010,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
2163,https://hololive-official-cardgame.com/cardlist/?id=2163&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hWF01/hBP03-010_P.png,姫森ルーナ,ホロメン,白,80,Debut,お菓子たべるのら？　20,白,,,,,,,,お菓子の国のお姫様,,自分のセンターホロメンが〈姫森ルーナ〉の時、自分のデッキを1枚引く。,1,,P,hBP03-010,hololive OFFICIAL CARD GAME ツインウエハース,,,,,#JP,#4期生,#ベイビー,,,
575,https://hololive-official-cardgame.com/cardlist/?id=575&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-011_C.png,姫森ルーナ,ホロメン,白,150,1st,おつルーナ　40,白,,ぐっどないと～　60,"白,◇",,,,,,,,1,,C,hBP03-011,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
691,https://hololive-official-cardgame.com/cardlist/?id=691&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-011_S.png,姫森ルーナ,ホロメン,白,150,1st,おつルーナ　40,白,,ぐっどないと～　60,"白,◇",,,,,,,,1,,S,hBP03-011,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
2164,https://hololive-official-cardgame.com/cardlist/?id=2164&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hWF01/hBP03-011_P.png,姫森ルーナ,ホロメン,白,150,1st,おつルーナ　40,白,,ぐっどないと～　60,"白,◇",,,,,,,,1,,P,hBP03-011,hololive OFFICIAL CARD GAME ツインウエハース,,,,,#JP,#4期生,#ベイビー,,,
576,https://hololive-official-cardgame.com/cardlist/?id=576&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-012_U.png,姫森ルーナ,ホロメン,白,120,1st,約束なのら！　40,"白,◇",,,,,,,,一緒に最高のライブにしようね,,このターンの間、自分のファンが付いているホロメン1人のアーツ+20。,1,,U,hBP03-012,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
692,https://hololive-official-cardgame.com/cardlist/?id=692&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-012_S.png,姫森ルーナ,ホロメン,白,120,1st,約束なのら！　40,"白,◇",,,,,,,,一緒に最高のライブにしようね,,このターンの間、自分のファンが付いているホロメン1人のアーツ+20。,1,,S,hBP03-012,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
577,https://hololive-official-cardgame.com/cardlist/?id=577&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-013_R.png,姫森ルーナ,ホロメン,白,110,1st,"ムーンギャラクシー　20
自分のアーカイブの〈ルーナイト〉1枚を自分の〈姫森ルーナ〉に付けられる。",白,,,,,,,,んなたんと一緒に、宇宙に行くのら～！,,[コラボポジション限定]自分のファンが付いているセンターホロメンの〈姫森ルーナ〉のアーツ+20。,1,,R,hBP03-013,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
693,https://hololive-official-cardgame.com/cardlist/?id=693&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-013_SR.png,姫森ルーナ,ホロメン,白,110,1st,"ムーンギャラクシー　20
自分のアーカイブの〈ルーナイト〉1枚を自分の〈姫森ルーナ〉に付けられる。",白,,,,,,,,んなたんと一緒に、宇宙に行くのら～！,,[コラボポジション限定]自分のファンが付いているセンターホロメンの〈姫森ルーナ〉のアーツ+20。,1,,SR,hBP03-013,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
578,https://hololive-official-cardgame.com/cardlist/?id=578&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-014_RR.png,姫森ルーナ,ホロメン,白,180,2nd,"お疲れ様なのらね　100+
このホロメンに〈ルーナイト〉が付いている時、このアーツ+50。","白,白,◇",紫+50,,,,,,,ルーナについてくるのら～,,自分の推しホロメンが〈姫森ルーナ〉の時、自分のアーカイブの〈ルーナイト〉1枚を自分の〈姫森ルーナ〉に付けられる。,2,,RR,hBP03-014,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
694,https://hololive-official-cardgame.com/cardlist/?id=694&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-014_SR.png,姫森ルーナ,ホロメン,白,180,2nd,"お疲れ様なのらね　100+
このホロメンに〈ルーナイト〉が付いている時、このアーツ+50。","白,白,◇",紫+50,,,,,,,ルーナについてくるのら～,,自分の推しホロメンが〈姫森ルーナ〉の時、自分のアーカイブの〈ルーナイト〉1枚を自分の〈姫森ルーナ〉に付けられる。,2,,SR,hBP03-014,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
695,https://hololive-official-cardgame.com/cardlist/?id=695&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-014_UR.png,姫森ルーナ,ホロメン,白,180,2nd,"お疲れ様なのらね　100+
このホロメンに〈ルーナイト〉が付いている時、このアーツ+50。","白,白,◇",紫+50,,,,,,,ルーナについてくるのら～,,自分の推しホロメンが〈姫森ルーナ〉の時、自分のアーカイブの〈ルーナイト〉1枚を自分の〈姫森ルーナ〉に付けられる。,2,,UR,hBP03-014,エリートスパーク,,,,,#JP,#4期生,#ベイビー,,,
836,https://hololive-official-cardgame.com/cardlist/?id=836&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP03-014_P.png,姫森ルーナ,ホロメン,白,180,2nd,"お疲れ様なのらね　100+
このホロメンに〈ルーナイト〉が付いている時、このアーツ+50。","白,白,◇",紫+50,,,,,,,ルーナについてくるのら～,,自分の推しホロメンが〈姫森ルーナ〉の時、自分のアーカイブの〈ルーナイト〉1枚を自分の〈姫森ルーナ〉に付けられる。,2,,P,hBP03-014,PRカード,,,,,#JP,#4期生,#ベイビー,,,
579,https://hololive-official-cardgame.com/cardlist/?id=579&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-015_RR.png,轟はじめ,ホロメン,白,190,2nd,"これが番長の実力ってやつよ　110+
自分の#ReGLOSSを持つバックホロメンが4人以上いる時、このホロメンのアーツ+40。","白,◇,◇",赤+50,,,,,,,メランコリャック,,[センターポジション限定]自分の#ReGLOSSを持つコラボホロメンが受けるダメージ-20。,2,,RR,hBP03-015,エリートスパーク,,,,,#DEV_IS,#ReGLOSS,#ベイビー,,,
696,https://hololive-official-cardgame.com/cardlist/?id=696&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-015_SR.png,轟はじめ,ホロメン,白,190,2nd,"これが番長の実力ってやつよ　110+
自分の#ReGLOSSを持つバックホロメンが4人以上いる時、このホロメンのアーツ+40。","白,◇,◇",赤+50,,,,,,,メランコリャック,,[センターポジション限定]自分の#ReGLOSSを持つコラボホロメンが受けるダメージ-20。,2,,SR,hBP03-015,エリートスパーク,,,,,#DEV_IS,#ReGLOSS,#ベイビー,,,
697,https://hololive-official-cardgame.com/cardlist/?id=697&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-015_UR.png,轟はじめ,ホロメン,白,190,2nd,"これが番長の実力ってやつよ　110+
自分の#ReGLOSSを持つバックホロメンが4人以上いる時、このホロメンのアーツ+40。","白,◇,◇",赤+50,,,,,,,メランコリャック,,[センターポジション限定]自分の#ReGLOSSを持つコラボホロメンが受けるダメージ-20。,2,,UR,hBP03-015,エリートスパーク,,,,,#DEV_IS,#ReGLOSS,#ベイビー,,,
580,https://hololive-official-cardgame.com/cardlist/?id=580&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-016_C.png,獅白ぼたん,ホロメン,緑,100,Debut,ららーいおん♪　30,◇,,,,,,,,,,,1,このホロメンはデッキに何枚でも入れられる,C,hBP03-016,エリートスパーク,,,,,#JP,#5期生,#ケモミミ,#シューター,,
849,https://hololive-official-cardgame.com/cardlist/?id=849&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hPR/hBP03-016_P.png,獅白ぼたん,ホロメン,緑,100,Debut,ららーいおん♪　30,◇,,,,,,,,,,,1,このホロメンはデッキに何枚でも入れられる,P,hBP03-016,PRカード,,,,,#JP,#5期生,#ケモミミ,#シューター,,
581,https://hololive-official-cardgame.com/cardlist/?id=581&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-017_U.png,獅白ぼたん,ホロメン,緑,80,Debut,ぼ。　20,緑,,,,,,,,プリペア,,自分の推しホロメンが〈獅白ぼたん〉の時、自分のエールデッキの上から1枚をアーカイブできる:自分のホロメン1人のHP10回復。,1,,U,hBP03-017,エリートスパーク,,,,,#JP,#5期生,#ケモミミ,#シューター,,
698,https://hololive-official-cardgame.com/cardlist/?id=698&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-017_S.png,獅白ぼたん,ホロメン,緑,80,Debut,ぼ。　20,緑,,,,,,,,プリペア,,自分の推しホロメンが〈獅白ぼたん〉の時、自分のエールデッキの上から1枚をアーカイブできる:自分のホロメン1人のHP10回復。,1,,S,hBP03-017,エリートスパーク,,,,,#JP,#5期生,#ケモミミ,#シューター,,
582,https://hololive-official-cardgame.com/cardlist/?id=582&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-018_C.png,獅白ぼたん,ホロメン,緑,160,1st,ぼたんがアイドルになったら…　40,緑,,絶対、ドキドキさせるから　60,"緑,◇",,,,,,,,1,,C,hBP03-018,エリートスパーク,,,,,#JP,#5期生,#ケモミミ,#シューター,,
699,https://hololive-official-cardgame.com/cardlist/?id=699&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-018_S.png,獅白ぼたん,ホロメン,緑,160,1st,ぼたんがアイドルになったら…　40,緑,,絶対、ドキドキさせるから　60,"緑,◇",,,,,,,,1,,S,hBP03-018,エリートスパーク,,,,,#JP,#5期生,#ケモミミ,#シューター,,
2165,https://hololive-official-cardgame.com/cardlist/?id=2165&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hWF01/hBP03-018_P.png,獅白ぼたん,ホロメン,緑,160,1st,ぼたんがアイドルになったら…　40,緑,,絶対、ドキドキさせるから　60,"緑,◇",,,,,,,,1,,P,hBP03-018,hololive OFFICIAL CARD GAME ツインウエハース,,,,,#JP,#5期生,#ケモミミ,#シューター,,
583,https://hololive-official-cardgame.com/cardlist/?id=583&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-019_U.png,獅白ぼたん,ホロメン,緑,130,1st,"じゅるり　30
自分の手札の〈角巻わため〉1枚を公開し、デッキの下に戻せる:このホロメンのHP20回復。",◇,,,,,,,,歌う事は楽しい事,,自分のバックホロメンのエール1枚をアーカイブできる:相手のセンターホロメンかコラボホロメンに特殊ダメージ30を与える。自分のブルームエフェクト「歌う事は楽しい事」はターンに1回しか使えない。,1,,U,hBP03-019,エリートスパーク,,,,,#JP,#5期生,#ケモミミ,#シューター,,
700,https://hololive-official-cardgame.com/cardlist/?id=700&keyword=&attribute%5B0%5D=all&expansion_name=&card_kind%5B0%5D=%E3%83%9B%E3%83%AD%E3%83%A1%E3%83%B3&rare%5B0%5D=all&bloom_level%5B0%5D=all&parallel%5B0%5D=all&view=text,https://hololive-official-cardgame.com/wp-content/images/cardlist/hBP03/hBP03-019_S.png,獅白ぼたん,ホロメン,緑,130,1st,"じゅるり　30
自分の手札の〈角巻わため〉1枚を公開し、デッキの下に戻せる:このホロメンのHP20回復。",◇,,,,,,,,歌う事は楽しい事,,自分のバックホロメンのエール1枚をアーカイブできる:相手のセンターホロメンかコラボホロメンに特殊ダメージ30を与える。自分のブルームエフェクト「歌う事は楽しい事」はターンに1回しか使えない。,1,,S,hBP03-019,エリートスパーク,,,,,#JP,#5期生,#ケモミミ,#シューター,,
